name,type1,type2,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,percentage_male,pokedex_number,sp_attack,sp_defense,speed,weight_kg,generation,is_legendary,japanese_name
Tepig,fire,,"['Blaze', 'Thick Fat']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,88.1,498,45,45,45,9.9,5,0,Pokabuポカブ
Pignite,fire,fighting,"['Blaze', 'Thick Fat']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1.0,90,88.1,499,70,55,55,55.5,5,0,Chaobooチャオブー
Emboar,fire,fighting,"['Blaze', 'Reckless']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,88.1,500,100,65,65,150.0,5,0,Enbuohエンブオー
Oshawott,water,,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,88.1,501,63,45,45,5.9,5,0,Mijumaruミジュマル
Dewott,water,,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,88.1,502,83,60,60,24.5,5,0,Futachimaruフタチマル
Samurott,water,,"['Torrent', 'Shell Armor']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,88.1,503,108,70,70,94.6,5,0,Daikenkiダイケンキ
Patrat,normal,,"['Run Away', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,50,504,35,39,42,11.6,5,0,Minezumiミネズミ
Watchog,normal,,"['Illuminate', 'Keen Eye', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,50,505,60,69,77,27.0,5,0,Miruhogミルホッグ
Lillipup,normal,,"['Vital Spirit', 'Pickup', 'Run Away']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,50,506,25,45,55,4.1,5,0,Yorterrieヨーテリー
Herdier,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,50,507,35,65,60,14.7,5,0,Herderrieハーデリア
Stoutland,normal,,"['Intimidate', 'Sand Rush', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,50,508,45,90,80,61.0,5,0,Moolandムーランド
Purrloin,dark,,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,50,509,50,37,66,10.1,5,0,Choronekoチョロネコ
Liepard,dark,,"['Limber', 'Unburden', 'Prankster']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,50,510,88,50,106,37.5,5,0,Lepardasレパルダス
Pansage,grass,,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,88.1,511,53,48,64,10.5,5,0,Yanappuヤナップ
Simisage,grass,,"['Gluttony', 'Overgrow']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,88.1,512,98,63,101,30.5,5,0,Yanakkieヤナッキー
Pansear,fire,,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,88.1,513,53,48,64,11.0,5,0,Baoppuバオップ
Simisear,fire,,"['Gluttony', 'Blaze']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pokémon,63,1000000,1.0,75,88.1,514,98,63,101,28.0,5,0,Baokkieバオッキー
Panpour,water,,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,88.1,515,53,48,64,13.5,5,0,Hiyappuヒヤップ
Simipour,water,,"['Gluttony', 'Torrent']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1.0,75,88.1,516,98,63,101,29.0,5,0,Hiyakkieヒヤッキー
Munna,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,50,517,67,55,24,23.3,5,0,Munnaムンナ
Musharna,psychic,,"['Forewarn', 'Synchronize', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,50,518,107,95,29,60.5,5,0,Musharnaムシャーナ
Pidove,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,50,519,36,30,43,2.1,5,0,Mamepatoマメパト
Tranquill,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,50,520,50,42,65,15.0,5,0,Hatobohハトーボー
Unfezant,normal,flying,"['Big Pecks', 'Super Luck', 'Rivalry']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,50,521,65,55,93,29.0,5,0,Kenhallowケンホロウ
Blitzle,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,50,522,50,32,76,29.8,5,0,Shimamaシママ
Zebstrika,electric,,"['Lightningrod', 'Motor Drive', 'Sap Sipper']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,50,523,80,63,116,79.5,5,0,Zebraikaゼブライカ
Roggenrola,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,50,524,25,25,15,18.0,5,0,Dangoroダンゴロ
Boldore,rock,,"['Sturdy', 'Weak Armor', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,50,525,50,40,20,102.0,5,0,Gantleガントル
Gigalith,rock,,"['Sturdy', 'Sand Stream', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,50,526,60,80,25,260.0,5,0,Gigaiathギガイアス
Woobat,psychic,flying,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,50,527,55,43,72,2.1,5,0,Koromoriコロモリ
Swoobat,psychic,flying,"['Unaware', 'Klutz', 'Simple']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,50,528,77,55,114,10.5,5,0,Kokoromoriココロモリ
Drilbur,ground,,"['Sand Rush', 'Sand Force', 'Mold Breaker']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,50,529,30,45,68,8.5,5,0,Mogurewモグリュー
Excadrill,ground,steel,"['Sand Rush', 'Sand Force', 'Mold Breaker']",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,50,530,50,65,88,40.4,5,0,Doryuzuドリュウズ
Audino,normal,,"['Healer', 'Regenerator', 'Klutz']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,50,531,80,126,50,31.0,5,0,Tabunneタブンネ
Timburr,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,75.4,532,25,35,35,12.5,5,0,Dokkorerドッコラー
Gurdurr,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,75.4,533,40,50,40,40.0,5,0,Dotekkotsuドテッコツ
Conkeldurr,fighting,,"['Guts', 'Sheer Force', 'Iron Fist']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,75.4,534,55,65,45,87.0,5,0,Roubushinローブシン
Tympole,water,,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,50,535,50,40,64,4.5,5,0,Otamaroオタマロ
Palpitoad,water,ground,"['Swift Swim', 'Hydration', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,50,536,65,55,69,17.0,5,0,Gamagaruガマガル
Seismitoad,water,ground,"['Swift Swim', 'Poison Touch', 'Water Absorb']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,50,537,85,75,74,62.0,5,0,Gamagerogeガマゲロゲ
Throh,fighting,,"['Guts', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,100,538,30,85,45,55.5,5,0,Nagekiナゲキ
Sawk,fighting,,"['Sturdy', 'Inner Focus', 'Mold Breaker']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,100,539,30,75,85,51.0,5,0,Dagekiダゲキ
Sewaddle,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,50,540,40,60,42,2.5,5,0,Kurumiruクルミル
Swadloon,bug,grass,"['Leaf Guard', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,50,541,50,80,42,7.3,5,0,Kurumayuクルマユ
Leavanny,bug,grass,"['Swarm', 'Chlorophyll', 'Overcoat']",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,50,542,70,80,92,20.5,5,0,Hahakomoriハハコモリ
Venipede,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,50,543,30,39,57,5.3,5,0,Fushideフシデ
Whirlipede,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,50,544,40,79,47,58.5,5,0,Wheegaホイーガ
Scolipede,bug,poison,"['Poison Point', 'Swarm', 'Speed Boost']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,50,545,55,69,112,200.5,5,0,Pendrorペンドラー
Cottonee,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,50,546,37,50,66,0.6,5,0,Monmenモンメン
Whimsicott,grass,fairy,"['Prankster', 'Infiltrator', 'Chlorophyll']",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,50,547,77,75,116,6.6,5,0,Elfuunエルフーン
Petilil,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,0,548,70,50,30,6.6,5,0,Churineチュリネ
Lilligant,grass,,"['Chlorophyll', 'Own Tempo', 'Leaf Guard']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,0,549,110,75,90,16.3,5,0,Dredearドレディア
Basculin,water,,"['Reckless', 'Rock Head', 'Adaptability', 'Mold Breaker']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1.0,70,50,550,80,55,98,18.0,5,0,Bassraoバスラオ
Sandile,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,50,551,35,35,65,15.2,5,0,Megurocoメグロコ
Krokorok,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1.0,60,50,552,45,45,74,33.4,5,0,Waruvileワルビル
Krookodile,ground,dark,"['Intimidate', 'Moxie', 'Anger Point']",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,50,553,65,70,92,96.3,5,0,Waruvialワルビアル
Darumaka,fire,,"['Hustle', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,50,554,15,45,50,37.5,5,0,Darumakkaダルマッカ
Darmanitan,fire,fire,"['Sheer Force', 'Zen Mode']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,50,555,140,105,55,92.9,5,0,Hihidarumaヒヒダルマ
Maractus,grass,,"['Water Absorb', 'Chlorophyll', 'Storm Drain']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,1.0,75,50,556,106,67,60,28.0,5,0,Maracacchiマラカッチ
Dwebble,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,50,557,35,35,55,14.5,5,0,Ishizumaiイシズマイ
Crustle,bug,rock,"['Sturdy', 'Shell Armor', 'Weak Armor']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,50,558,65,75,45,200.0,5,0,Iwapalaceイワパレス
Scraggy,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,50,559,35,70,48,11.8,5,0,Zurugguズルッグ
Scrafty,dark,fighting,"['Shed Skin', 'Moxie', 'Intimidate']",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,50,560,45,115,58,30.0,5,0,Zuruzukinズルズキン
Sigilyph,psychic,flying,"['Wonder Skin ', 'Magic Guard', 'Tinted Lens']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,50,561,103,80,97,14.0,5,0,Symbolerシンボラー
Yamask,ghost,,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,50,562,55,65,30,1.5,5,0,Desumasuデスマス
Cofagrigus,ghost,,['Mummy'],0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,50,563,95,105,30,76.5,5,0,Desukarnデスカーン
Tirtouga,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,88.1,564,53,45,22,16.5,5,0,Protogaプロトーガ
Carracosta,water,rock,"['Solid Rock', 'Sturdy', 'Swift Swim']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,88.1,565,83,65,32,81.0,5,0,Abagouraアバゴーラ
Archen,rock,flying,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,88.1,566,74,45,70,9.5,5,0,Archenアーケン
Archeops,rock,flying,['Defeatist'],0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,88.1,567,112,65,110,32.0,5,0,Archeosアーケオス
Trubbish,poison,,"['Stench', 'Sticky Hold', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,Trash Bag Pokémon,62,1000000,0.6,50,50,568,40,62,65,31.0,5,0,Yabukuronヤブクロン
Garbodor,poison,,"['Stench', 'Weak Armor', 'Aftermath']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,50,569,60,82,75,107.3,5,0,Dustdasダストダス
Zorua,dark,,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,0.7,40,88.1,570,80,40,65,12.5,5,0,Zoruaゾロア
Zoroark,dark,,['Illusion'],2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,88.1,571,120,60,105,81.1,5,0,Zoroarkゾロアーク
Minccino,normal,,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,Chinchilla Pokémon,40,800000,0.4,55,24.6,572,40,40,75,5.8,5,0,Chillarmyチラーミィ
Cinccino,normal,,"['Cute Charm', 'Technician', 'Skill Link']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,24.6,573,65,60,115,7.5,5,0,Chillaccinoチラチーノ
Gothita,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation Pokémon,50,1059860,0.4,45,24.6,574,55,65,45,5.8,5,0,Gothimuゴチム
Gothorita,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,24.6,575,75,85,55,18.0,5,0,Gothimiruゴチミル
Gothitelle,psychic,,"['Frisk', 'Competitive', 'Shadow Tag']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,24.6,576,95,110,65,44.0,5,0,Gothiruselleゴチルゼル
Solosis,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,50,577,105,50,20,1.0,5,0,Uniranユニラン
Duosion,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,50,578,125,60,30,8.0,5,0,Doublanダブラン
Reuniclus,psychic,,"['Overcoat', 'Magic Guard', 'Regenerator']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1.0,110,50,579,125,85,30,20.1,5,0,Lanculusランクルス
Ducklett,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,62,50,580,44,50,55,5.5,5,0,Koaruhieコアルヒー
Swanna,water,flying,"['Keen Eye', 'Big Pecks', 'Hydration']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,87,5120,70,473,45,White Bird Pokémon,63,1000000,1.3,75,50,581,87,63,98,24.2,5,0,Swannaスワンナ
Vanillite,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,50,5120,70,305,255,Fresh Snow Pokémon,50,1250000,0.4,36,50,582,65,60,44,5.7,5,0,Vanipetiバニプッチ
Vanillish,ice,,"['Ice Body', 'Snow Cloak', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,65,5120,70,395,120,Icy Snow Pokémon,65,1250000,1.1,51,50,583,80,75,59,41.0,5,0,Vanirichバニリッチ
Vanilluxe,ice,,"['Ice Body', 'Snow Warning', 'Weak Armor']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,95,5120,70,535,45,Snowstorm Pokémon,85,1250000,1.3,71,50,584,110,95,79,57.5,5,0,Baivanillaバイバニラ
Deerling,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,335,190,Season Pokémon,50,1000000,0.6,60,50,585,40,50,75,19.5,5,0,Shikijikaシキジカ
Sawsbuck,normal,grass,"['Chlorophyll', 'Sap Sipper', 'Serene Grace']",2,1,1,0.5,1,2,2,2,0,0.5,0.5,2,1,2,1,1,1,0.5,100,5120,70,475,75,Season Pokémon,70,1000000,1.9,80,50,586,60,70,95,92.5,5,0,Mebukijikaメブキジカ
Emolga,electric,flying,"['Static', 'Motor Drive']",0.5,1,1,1,1,0.5,1,0.5,1,0.5,0,2,1,1,1,2,0.5,1,75,5120,70,428,200,Sky Squirrel Pokémon,60,1000000,0.4,55,50,587,75,60,103,5.0,5,0,Emongaエモンガ
Karrablast,bug,,"['Swarm', 'Shed Skin', 'No Guard']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,75,3840,70,315,200,Clamping Pokémon,45,1000000,0.5,50,50,588,40,45,60,5.9,5,0,Kaburumoカブルモ
Escavalier,bug,steel,"['Swarm', 'Shell Armor', 'Overcoat']",0.5,1,0.5,1,0.5,1,4,1,1,0.25,1,0.5,0.5,0,0.5,1,0.5,1,135,3840,70,495,75,Cavalry Pokémon,105,1000000,1.0,70,50,589,60,105,20,33.0,5,0,Chevargoシュバルゴ
Foongus,grass,poison,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,55,5120,70,294,190,Mushroom Pokémon,45,1000000,0.2,69,50,590,55,55,15,1.0,5,0,Tamagetakeタマゲタケ
Amoonguss,grass,poison,"['Effect Spore', 'Regenerator']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,85,5120,70,464,75,Mushroom Pokémon,70,1000000,0.6,114,50,591,85,80,30,10.5,5,0,Morobareruモロバレル
Frillish,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,40,5120,70,335,190,Floating Pokémon,50,1000000,1.2,55,50,592,65,85,40,33.0,5,0,Pururillプルリル
Jellicent,water,ghost,"['Water Absorb', 'Cursed Body', 'Damp']",0.5,2,1,2,1,0,0.5,1,2,2,1,0.5,0,0.5,1,1,0.5,0.5,60,5120,70,480,60,Floating Pokémon,70,1000000,2.2,100,50,593,85,105,60,135.0,5,0,Burungelブルンゲル
Alomomola,water,,"['Healer', 'Hydration', 'Regenerator']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,10240,70,470,75,Caring Pokémon,80,800000,1.2,165,50,594,40,45,65,31.6,5,0,Mamanbouママンボウ
Joltik,bug,electric,"['Compoundeyes', 'Unnerve', 'Swarm']",1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1,47,5120,70,319,190,Attaching Pokémon,50,1000000,0.1,50,50,595,57,50,65,0.6,5,0,Bachuruバチュル
